subject,session,block,trial,task,CT_fixed,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
8,2,1,1,1,0,2,5,0,2,2,1.1298737326,2,0.785744278466,1
8,2,1,2,1,1,2,2,1,2,2,1.24986032368,2,0.466790130724,1
8,2,1,3,1,1,2,2,1,2,1,1.05988155448,1,0.479802457508,1
8,2,1,4,1,1,1,3,1,3,2,1.19986591073,2,0.472809984591,1
8,2,1,5,1,1,2,3,1,3,2,1.36984691475,2,0.366378835422,1
8,2,1,6,1,1,2,2,1,2,1,1.17986814555,1,0.491323857692,1
8,2,1,7,1,1,2,5,1,5,1,1.37984579734,1,0.403639020076,1
8,2,1,8,1,1,2,6,0,8,2,1.3198525018,2,0.636040939353,1
8,2,1,9,1,1,1,7,1,7,2,1.29985473662,2,0.863666701382,1
8,2,1,10,1,1,1,2,1,2,1,1.20986479332,1,0.462519904428,1
8,2,1,11,1,0,2,1,1,1,2,1.09987708484,2,0.596367319155,1
8,2,1,12,1,1,1,8,1,8,2,1.2298625585,1,0.517570082455,0
8,2,1,13,1,1,2,8,1,8,1,1.00988714153,1,0.55424373737,1
8,2,1,14,1,1,2,5,1,5,2,1.36984691475,2,0.699769523697,1
8,2,1,15,1,1,2,7,1,7,2,1.36984691475,2,0.561359372477,1
8,2,1,16,1,1,2,7,0,4,2,1.34984914957,2,0.622330391629,1
8,2,1,17,1,1,1,2,1,2,1,1.33985026698,1,0.502151866829,1
8,2,1,18,1,1,2,5,1,5,2,1.07987931966,2,0.475114445748,1
8,2,1,19,1,1,2,8,1,8,2,1.06988043707,2,0.528702374646,1
8,2,1,20,1,1,2,7,0,2,2,1.32985138439,2,0.63765200946,1
8,2,1,21,1,1,2,1,0,5,1,1.11987485001,1,0.69403252025,1
8,2,1,22,1,1,1,3,1,3,2,1.18986702814,2,0.428744485247,1
8,2,1,23,1,1,1,6,1,6,1,1.19986591073,1,0.575959223655,1
8,2,1,24,1,1,1,8,1,8,2,1.19986591073,1,0.594670820372,0
8,2,1,25,1,0,1,4,1,4,2,1.14987149778,2,0.460543875775,1
8,2,1,26,1,1,1,4,1,4,2,1.07987931966,2,0.401944634368,1
8,2,1,27,1,1,1,4,1,4,2,1.36984691475,2,0.463163185372,1
8,2,1,28,1,1,1,6,1,6,2,1.38984467993,2,0.451946671981,1
8,2,1,29,1,1,2,7,1,7,2,1.15987038037,2,0.491715682501,1
8,2,1,30,1,0,1,1,1,1,1,0.999888258941,1,0.470691474187,1
8,2,1,31,1,1,1,4,0,8,2,1.36984691475,2,0.529013902536,1
8,2,1,32,1,1,1,8,1,8,2,1.02988490671,2,0.401275694636,1
8,2,1,33,1,1,1,1,1,1,2,1.1298737326,1,0.59498114079,0
