subject,session,block,trial,task,CT_fixed,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
9,2,1,1,1,1,1,7,0,8,2,1.00969779523,2,0.699569983397,1
9,2,1,2,1,1,1,7,1,7,2,1.07967685035,2,0.659212057231,1
9,2,1,3,1,1,1,1,1,1,2,1.13965889759,2,0.781692520028,1
9,2,1,4,1,1,2,4,1,4,1,1.02969181098,1,0.666449895496,1
9,2,1,5,1,1,2,1,1,1,1,1.2896140157,1,0.880633116267,1
9,2,1,6,1,1,1,5,1,5,2,1.16964992121,2,0.819243064725,1
9,2,1,7,1,1,2,1,1,1,2,1.32960204719,2,0.741411285802,1
9,2,1,8,1,1,2,6,1,6,2,1.17964692909,2,0.556211919524,1
9,2,1,9,1,1,1,8,1,8,1,1.33959905506,1,0.662728197745,1
9,2,1,10,1,1,2,1,1,1,2,1.21963496058,2,0.795201136752,1
9,2,1,11,1,1,1,3,1,3,2,1.04968582673,2,0.601674849517,1
9,2,1,12,1,1,2,5,1,5,1,1.37958708656,1,0.532089593304,1
9,2,1,13,1,1,2,1,0,6,2,1.0996708661,2,0.814678610845,1
9,2,1,14,1,1,2,6,0,4,1,1.37958708656,1,0.825022900674,1
9,2,1,15,1,1,1,5,1,5,1,1.36959007868,1,0.509800746338,1
9,2,1,16,1,1,2,5,0,8,2,1.18964393696,2,0.792279145007,1
9,2,1,17,1,1,2,7,1,7,2,1.23962897633,2,0.606887051006,1
9,2,1,18,1,1,1,3,1,3,1,1.13965889759,1,0.629345817677,1
9,2,1,19,1,1,1,3,1,3,2,1.2496259842,0,nan,0
9,2,1,20,1,1,2,4,1,4,1,1.27961700782,2,0.587313783253,0
9,2,1,21,1,1,2,2,1,2,1,1.01969480311,2,0.849218782743,0
9,2,1,22,1,1,2,8,1,8,2,1.25962299208,2,0.563665008427,1
9,2,1,23,1,1,2,2,0,3,2,1.19964094483,2,0.71814197932,1
9,2,1,24,1,1,2,5,0,7,2,1.06967984248,2,0.696523973078,1
9,2,1,25,1,1,1,8,1,8,2,1.11966488184,2,0.515210807349,1
9,2,1,26,1,1,1,7,1,7,1,1.13965889759,2,0.647623020017,0
9,2,1,27,1,1,1,6,1,6,1,1.38958409443,1,0.810237035141,1
9,2,1,28,1,1,1,6,1,6,2,1.32960204719,2,0.634794082118,1
9,2,1,29,1,1,2,8,1,8,1,1.27961700782,1,0.59743455454,1
9,2,1,30,1,1,1,2,1,2,2,1.03968881886,2,0.905882728603,1
9,2,1,31,1,1,1,3,1,3,1,1.33959905506,1,0.652244493933,1
9,2,1,32,1,1,2,2,1,2,1,1.37958708656,1,0.648977816069,1
9,2,1,33,1,1,2,8,1,8,1,1.34959606294,1,0.611452930385,1
9,2,1,34,1,0,2,1,1,1,2,1.33959905506,1,1.12794554815,0
9,2,1,35,1,1,2,6,1,6,1,1.15965291334,1,0.676211440557,1
9,2,1,36,1,1,2,1,0,7,1,1.0996708661,2,0.928978694177,0
9,2,1,37,1,1,2,7,0,5,2,1.38958409443,1,0.877967999786,0
9,2,1,38,1,1,1,2,1,2,2,1.2896140157,2,0.696492041858,1
9,2,1,39,1,1,1,7,1,7,2,1.14965590547,1,0.842669746507,0
9,2,1,40,1,1,2,4,0,3,2,1.38958409443,0,nan,0
9,2,1,41,1,1,2,2,0,1,1,1.35959307081,1,0.626230528014,1
9,2,1,42,1,1,1,4,1,4,1,1.18964393696,1,0.478900733535,1
9,2,1,43,1,1,2,7,1,7,1,1.38958409443,0,nan,0
9,2,1,44,1,1,1,5,1,5,2,1.00969779523,2,0.531820458735,1
9,2,1,45,1,1,2,5,1,5,1,1.32960204719,1,0.482328207898,1
9,2,1,46,1,1,1,4,1,4,1,1.35959307081,1,0.490791406737,1
9,2,1,47,1,1,1,1,1,1,1,1.30960803144,1,0.459557826725,1
9,2,1,48,1,1,1,5,1,5,1,1.2896140157,1,0.46184433017,1
9,2,1,49,1,1,2,6,1,6,2,1.08967385822,1,0.834168914444,0
9,2,1,50,1,1,2,3,0,5,2,1.2496259842,1,0.878644257413,0
9,2,1,51,1,1,1,7,1,7,1,1.12966188972,1,0.70912340533,1
9,2,1,52,1,1,2,6,0,2,2,1.17964692909,1,0.927753903805,0
9,2,1,53,1,1,2,3,1,3,2,1.36959007868,1,0.684544918819,0
9,2,1,54,1,1,2,7,1,7,1,1.02969181098,1,0.510744427931,1
9,2,1,55,1,1,1,4,1,4,1,1.07967685035,1,0.498975207403,1
9,2,1,56,1,1,1,1,1,1,1,1.33959905506,1,0.495927771579,1
