subject,session,block,trial,task,CT_fixed,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
9,1,1,1,1,1,2,6,1,6,2,1.02969157606,2,0.452914992535,1
9,1,1,2,1,1,2,8,1,8,2,1.26961971029,2,0.748525390594,1
9,1,1,3,1,1,2,2,1,2,2,1.1096676208,2,0.885708184571,1
9,1,1,4,1,1,1,7,1,7,2,1.20963767673,2,1.28783029925,1
9,1,1,5,1,1,1,6,0,5,1,1.11966462639,1,1.25429624589,1
9,1,1,6,1,1,1,2,1,2,1,1.1096676208,1,0.892841676172,1
9,1,1,7,1,1,1,2,1,2,2,1.23962869351,1,0.717749111272,0
9,1,1,8,1,1,2,5,1,5,2,1.13965863758,2,0.894179936417,1
9,1,1,9,1,1,2,6,1,6,1,1.04968558725,2,1.25687782801,0
9,1,1,10,1,1,2,5,1,5,1,1.33959874944,1,0.707187575106,1
9,1,1,11,1,1,2,1,1,1,2,1.36958976621,1,0.737878894575,0
9,1,1,12,1,1,1,7,1,7,2,1.06967959843,2,0.9743310053,1
9,1,1,13,1,1,1,7,1,7,1,1.06967959843,2,1.44876935082,0
9,1,1,14,1,1,2,6,1,6,1,1.01969457047,1,1.16744275687,1
9,1,1,15,1,1,1,3,1,3,1,1.09967061521,1,0.848183013788,1
9,1,1,16,1,1,2,5,1,5,2,1.28961372147,2,0.886631624053,1
9,1,1,17,1,1,2,2,1,2,2,1.1096676208,2,0.759371456739,1
9,1,1,18,1,1,1,8,0,6,1,1.29961072707,1,1.04219938823,1
9,1,1,19,1,1,2,4,1,4,2,1.19964067114,2,1.25871786458,1
9,1,1,20,1,1,2,7,1,7,2,1.00969756487,2,0.96322236189,1
9,1,1,21,1,1,1,6,1,6,1,1.31960473825,2,1.16994023445,0
9,1,1,22,1,1,1,8,1,8,1,1.28961372147,1,1.25264066914,1
9,1,1,23,1,1,2,5,0,2,2,1.02969157606,2,1.42106074943,1
9,1,1,24,1,1,2,7,1,7,2,1.36958976621,1,0.906426984846,0
9,1,1,25,1,1,1,1,1,1,2,1.39958078299,2,0.860378744184,1
9,1,1,26,1,1,2,1,1,1,2,1.00969756487,1,1.27116391293,0
9,1,1,27,1,1,2,3,1,3,1,1.06967959843,1,1.07376767585,1
9,1,1,28,1,1,1,7,1,7,1,1.07967660402,2,1.06214214582,0
9,1,1,29,1,1,1,8,1,8,1,1.33959874944,1,0.770713882297,1
9,1,1,30,1,1,2,1,1,1,1,1.30960773266,1,1.18141694219,1
9,1,1,31,1,1,1,5,1,5,2,1.2496256991,1,0.417799773573,0
9,1,1,32,1,1,2,1,1,1,1,1.09967061521,1,0.806212561001,1
9,1,1,33,1,1,2,3,0,7,1,1.09967061521,1,1.34281186895,1
9,1,1,34,1,1,2,8,1,8,2,1.3895837774,1,1.01335152653,0
9,1,1,35,1,1,1,1,1,1,1,1.26961971029,1,0.930142473113,1
9,1,1,36,1,1,2,5,0,3,1,1.03968858165,1,1.41453195531,1
9,1,1,37,1,1,1,6,1,6,2,1.26961971029,2,0.933016853127,1
9,1,1,38,1,1,1,6,1,6,1,1.02969157606,1,0.91564199286,1
9,1,1,39,1,1,1,4,1,4,2,1.35959276062,2,1.75828009325,1
9,1,1,40,1,1,1,3,1,3,1,1.07967660402,1,0.893815008187,1
9,1,1,41,1,1,1,1,1,1,1,1.05968259284,1,0.916276910963,1
9,1,1,42,1,1,1,6,0,5,1,1.34959575503,1,1.1107534371,1
9,1,1,43,1,1,1,1,1,1,1,1.05968259284,1,0.703444209743,1
9,1,1,44,1,1,1,7,0,8,1,1.25962270469,1,0.865878611756,1
9,1,1,45,1,1,2,8,1,8,2,1.08967360962,1,0.804414149065,0
9,1,1,46,1,1,2,3,1,3,2,1.04968558725,2,0.962588299089,1
9,1,1,47,1,1,1,1,0,6,1,0.999700559281,1,1.14130676808,1
9,1,1,48,1,1,1,4,1,4,1,1.13965863758,2,1.13616641183,0
9,1,1,49,1,1,2,3,1,3,2,1.12966163199,1,0.816560272033,0
9,1,1,50,1,1,2,3,1,3,1,1.3895837774,2,0.765117650866,0
9,1,1,51,1,1,1,8,0,2,2,1.39958078299,1,1.351611486,0
9,1,1,52,1,1,2,2,0,7,2,1.13965863758,0,nan,0
9,1,1,53,1,1,2,2,1,2,2,1.35959276062,0,nan,0
9,1,1,54,1,1,2,4,0,1,2,1.05968259284,2,1.45979160888,1
9,1,1,55,1,1,1,2,0,1,1,1.3895837774,2,0.848400260125,0
9,1,1,56,1,1,1,3,1,3,2,1.33959874944,1,1.30490181292,0
9,1,1,57,1,1,2,4,1,4,1,1.20963767673,1,1.11161044824,1
9,1,1,58,1,1,2,7,1,7,2,0.999700559281,1,0.945927329674,0
9,1,1,59,1,1,1,6,1,6,1,1.09967061521,2,1.39466531947,0
9,1,1,60,1,1,2,4,1,4,2,1.20963767673,2,1.62941025032,1
9,1,1,61,1,1,1,8,1,8,1,1.35959276062,1,0.588202440515,1
9,1,1,62,1,1,1,4,1,4,1,1.3895837774,1,1.00647918669,1
9,1,1,63,1,1,2,5,1,5,1,1.02969157606,1,0.978971295828,1
9,1,1,64,1,1,1,2,1,2,2,1.3895837774,2,0.981605906592,1
9,1,1,65,1,1,1,5,1,5,1,1.12966163199,1,1.27422132726,1
9,1,1,66,1,1,1,4,1,4,1,1.09967061521,2,1.15729974777,0
9,1,1,67,1,1,2,8,1,8,2,1.37958677181,2,1.32935314475,1
9,1,1,68,1,1,2,2,1,2,1,1.32960174384,1,0.864487322879,1
9,1,1,69,1,1,2,5,1,5,2,1.18964366554,2,0.944461914751,1
9,1,1,70,1,1,1,1,0,4,2,1.1096676208,2,1.81522856909,1
9,1,1,71,1,0,1,3,0,5,2,1.28961372147,1,0.901912993697,0
9,1,1,72,1,0,2,5,1,5,1,1.06967959843,1,0.914284060706,1
9,1,1,73,1,1,2,4,0,6,2,1.04968558725,1,1.29286459823,0
9,1,1,74,1,1,2,8,1,8,2,1.32960174384,2,0.901481352024,1
9,1,1,75,1,0,2,2,1,2,1,1.26961971029,1,0.866094147492,1
9,1,1,76,1,1,2,7,1,7,1,1.26961971029,2,0.942809759208,0
9,1,1,77,1,1,1,7,0,3,2,1.12966163199,1,1.12133150907,0
9,1,1,78,1,1,2,3,1,3,1,1.39958078299,1,0.771925558061,1
9,1,1,79,1,0,2,6,1,6,2,1.19964067114,2,0.932364543916,1
9,1,1,80,1,1,2,4,1,4,2,1.18964366554,1,1.06153801854,0
9,1,2,81,2,1,1,4,1,4,1,1.33959874944,0,nan,0
9,1,2,82,2,1,1,2,0,8,2,1.11966462639,0,nan,0
9,1,2,83,2,1,2,7,0,4,1,1.2496256991,0,nan,0
9,1,2,84,2,1,1,3,0,8,2,1.18964366554,0,nan,0
9,1,2,85,2,1,1,4,1,4,2,1.05968259284,0,nan,0
9,1,2,86,2,1,2,3,1,3,2,1.08967360962,0,nan,0
9,1,2,87,2,1,1,1,0,7,2,1.02969157606,0,nan,0
9,1,2,88,2,1,2,6,1,6,1,1.14965564317,0,nan,0
9,1,2,89,2,1,1,7,1,7,1,1.34959575503,0,nan,0
9,1,2,90,2,1,1,7,1,7,1,1.06967959843,0,nan,0
