subject,session,block,trial,task,CT_fixed,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
12,1,1,1,1,1,2,4,0,6,1,1.30985935894,2,0.793833438307,0
12,1,1,2,1,1,2,3,1,3,1,1.32985721175,1,0.803865119349,1
12,1,1,3,1,1,2,3,1,3,2,1.37985184377,2,1.0448156416,1
12,1,1,4,1,0,2,1,1,1,2,1.11987975726,2,0.676439042902,1
12,1,1,5,1,1,1,2,1,2,2,1.2098700949,1,0.795278480742,0
12,1,1,6,1,1,1,2,1,2,2,1.16987438928,2,0.826874714112,1
12,1,1,7,1,1,1,3,1,3,1,1.11987975726,2,0.969906466082,0
12,1,1,8,1,1,1,6,1,6,1,1.11987975726,1,0.749766731402,1
12,1,1,9,1,1,1,7,0,1,2,1.07988405165,2,0.994508113246,1
12,1,1,10,1,1,1,7,1,7,2,1.22986794771,2,0.679349353304,1
12,1,1,11,1,1,2,6,1,6,1,1.23986687411,1,0.928955038078,1
12,1,1,12,1,1,2,3,1,3,1,1.24986580052,1,1.13003965025,1
12,1,1,13,1,1,2,3,1,3,2,1.08988297805,2,0.711873831227,1
12,1,1,14,1,1,2,7,1,7,2,1.26986365333,2,0.950501478277,1
12,1,1,15,1,1,1,5,1,5,2,1.37985184377,2,0.802459017606,1
12,1,1,16,1,1,2,8,1,8,1,1.04988727243,2,0.849338833243,0
12,1,1,17,1,1,1,4,1,4,2,1.21986902131,2,0.966904085828,1
12,1,1,18,1,1,2,1,1,1,1,1.25986472692,1,0.875611924333,1
12,1,1,19,1,1,2,1,1,1,2,1.11987975726,2,0.810416562948,1
12,1,1,20,1,1,2,2,1,2,2,1.07988405165,2,0.674179862253,1
12,1,1,21,1,1,2,6,1,6,2,1.2098700949,2,0.681421074318,1
12,1,1,22,1,1,2,8,1,8,1,1.21986902131,1,0.689160972834,1
12,1,1,23,1,1,2,7,1,7,2,1.30985935894,2,0.649654587498,1
12,1,1,24,1,1,2,5,1,5,1,1.15987546288,1,0.829320147866,1
12,1,1,25,1,1,2,2,0,3,1,1.10988083086,2,0.924309287919,0
12,1,1,26,1,1,1,1,0,3,1,1.16987438928,2,0.833987028804,0
12,1,1,27,1,1,2,1,1,1,1,0.999892640414,1,0.664682789473,1
12,1,1,28,1,1,2,5,1,5,1,1.1998711685,1,0.748993949033,1
12,1,1,29,1,1,1,7,1,7,2,1.11987975726,2,0.727942270692,1
12,1,1,30,1,0,2,3,0,2,1,0.999892640414,2,0.876075292006,0
12,1,1,31,1,1,2,4,1,4,2,1.34985506456,2,1.46788289328,1
12,1,1,32,1,1,1,4,1,4,2,1.29986043254,2,1.20685331174,1
12,1,1,33,1,0,2,1,0,6,1,1.04988727243,2,1.01450627204,0
12,1,1,34,1,1,2,7,1,7,1,1.36985291737,1,0.673196074087,1
12,1,1,35,1,1,1,1,1,1,2,1.00989156682,2,0.692912287777,1
12,1,1,36,1,1,2,6,0,5,2,1.11987975726,2,1.03984327009,1
12,1,1,37,1,1,1,1,1,1,1,1.23986687411,1,0.897585507948,1
12,1,1,38,1,1,2,8,1,8,1,1.26986365333,1,0.804395501735,1
12,1,1,39,1,1,1,4,1,4,2,1.00989156682,2,0.886288093869,1
12,1,1,40,1,1,2,7,1,7,1,1.00989156682,1,0.698735021753,1
12,1,1,41,1,1,2,8,1,8,2,1.28986150613,2,0.597600148525,1
12,1,1,42,1,1,2,7,0,6,2,1.26986365333,2,0.740393122891,1
12,1,1,43,1,1,1,6,1,6,2,1.14987653648,2,0.836197307101,1
12,1,1,44,1,1,1,7,1,7,2,1.22986794771,2,0.860197331291,1
12,1,1,45,1,1,2,3,1,3,1,1.22986794771,2,0.963896875735,0
12,1,1,46,1,1,2,7,1,7,1,1.08988297805,1,0.913656664314,1
12,1,1,47,1,1,2,4,1,4,1,1.18987224209,2,0.953291041544,0
12,1,1,48,1,1,2,6,0,2,2,1.26986365333,2,0.980663838098,1
12,1,1,49,1,1,2,2,1,2,2,1.09988190446,1,0.977781903232,0
12,1,1,50,1,0,2,2,1,2,1,1.11987975726,2,1.20879432373,0
