subject,session,trial,task,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
14,1,1,2,1,1,1,1,1,1.38985219821744,1,0.363363475073129,1
14,1,2,2,2,8,1,8,1,1.30986070479485,2,0.158116101287305,0
14,1,3,2,2,3,1,3,1,1.16987559130533,0,NaN,0
14,1,4,2,1,1,1,1,2,1.01989154113798,0,NaN,0
14,1,5,2,2,8,0,6,1,1.16987559130533,0,NaN,0
14,1,6,2,1,2,1,2,1,1.37985326153962,0,NaN,0
14,1,7,2,2,4,1,4,1,1.26986495808356,0,NaN,0
14,1,8,2,2,4,1,4,2,1.33985751482832,0,NaN,0
14,1,9,2,2,4,1,4,1,1.04988835117145,0,NaN,0
14,1,10,2,1,5,1,5,2,1.08988409788274,0,NaN,0
14,1,11,2,2,4,1,4,2,1.08988409788274,0,NaN,0
14,1,12,2,1,8,1,8,2,1.11988090791621,0,NaN,0
14,1,13,2,1,7,1,7,2,1.27986389476138,0,NaN,0
14,1,14,2,2,8,1,8,1,1.26986495808356,0,NaN,0
14,1,15,2,1,6,1,6,1,1.21987027469444,0,NaN,0
14,1,16,2,2,6,1,6,1,1.05988728784927,0,NaN,0
14,1,17,2,2,5,1,5,1,1.00989260446015,0,NaN,0
14,1,18,2,2,6,1,6,1,1.03988941449362,0,NaN,0
14,1,19,2,1,4,1,4,1,1.06988622452709,0,NaN,0
14,1,20,2,1,1,1,1,2,1.18987346466097,0,NaN,0
14,1,21,2,2,2,1,2,2,1.29986176811703,0,NaN,0
14,1,22,2,2,7,0,3,2,1.18987346466097,0,NaN,0
14,1,23,2,2,1,1,1,2,1.28986283143921,0,NaN,0
14,1,24,2,2,5,1,5,2,1.37985326153962,0,NaN,0
14,1,25,2,2,8,1,8,1,1.07988516120492,0,NaN,0
14,1,26,2,2,4,1,4,2,1.3298585781505,0,NaN,0
14,1,27,2,1,6,1,6,1,1.27986389476138,0,NaN,0
14,1,28,2,2,5,0,8,1,1.12987984459403,0,NaN,0
14,1,29,2,1,7,1,7,2,1.09988303456056,0,NaN,0
14,1,30,2,1,1,0,3,2,1.25986602140574,0,NaN,0
14,1,31,2,2,7,1,7,1,1.16987559130533,0,NaN,0
14,1,32,2,2,2,1,2,2,1.26986495808356,0,NaN,0
14,1,33,2,1,4,0,5,1,1.01989154113798,0,NaN,0
14,1,34,2,2,1,1,1,1,1.0298904778158,0,NaN,0
14,1,35,2,1,7,1,7,1,1.29986176811703,0,NaN,0
14,1,36,2,1,6,0,2,1,1.09988303456056,0,NaN,0
14,1,37,2,1,7,0,6,1,1.13987878127186,0,NaN,0
14,1,38,2,2,2,1,2,2,1.13987878127186,0,NaN,0
14,1,39,2,2,3,1,3,1,1.28986283143921,0,NaN,0
14,1,40,2,2,1,1,1,2,1.1598766546275,0,NaN,0
14,1,41,2,1,6,1,6,2,1.23986814805009,0,NaN,0
14,1,42,2,1,3,1,3,1,1.13987878127186,0,NaN,0
14,1,43,2,1,5,1,5,2,1.3298585781505,0,NaN,0
14,1,44,2,2,7,1,7,2,1.29986176811703,0,NaN,0
14,1,45,2,2,3,1,3,2,1.27986389476138,0,NaN,0
14,1,46,2,1,8,1,8,2,1.1598766546275,0,NaN,0
14,1,47,2,2,7,1,7,2,1.3298585781505,0,NaN,0
14,1,48,2,1,4,1,4,1,1.10988197123839,0,NaN,0
14,1,49,2,2,3,0,5,1,1.37985326153962,0,NaN,0
14,1,50,2,1,8,1,8,1,1.28986283143921,0,NaN,0
14,1,51,2,1,8,1,8,2,1.22986921137227,0,NaN,0
14,1,52,2,1,1,1,1,2,1.3298585781505,0,NaN,0
14,1,53,2,2,5,1,5,2,1.36985432486179,0,NaN,0
14,1,54,2,2,5,1,5,2,1.05988728784927,0,NaN,0
14,1,55,2,2,5,0,3,2,1.3298585781505,0,NaN,0
14,1,56,2,1,2,0,7,2,1.18987346466097,0,NaN,0
14,1,57,2,1,2,1,2,1,1.05988728784927,0,NaN,0
14,1,58,2,1,5,1,5,2,1.36985432486179,0,NaN,0
14,1,59,2,1,6,1,6,1,1.09988303456056,0,NaN,0
14,1,60,2,2,2,1,2,2,1.13987878127186,0,NaN,0
14,1,61,2,1,3,1,3,1,1.23986814805009,0,NaN,0
14,1,62,2,1,6,1,6,2,1.03988941449362,0,NaN,0
14,1,63,2,2,4,0,6,1,1.30986070479485,0,NaN,0
14,1,64,2,2,2,1,2,1,1.08988409788274,0,NaN,0
14,1,65,2,1,3,1,3,2,1.34985645150615,0,NaN,0
14,1,66,2,2,7,1,7,2,1.1598766546275,0,NaN,0
14,1,67,2,1,2,1,2,2,1.00989260446015,0,NaN,0
14,1,68,2,1,8,0,4,1,1.35985538818397,0,NaN,0
14,1,69,2,1,3,1,3,1,1.08988409788274,0,NaN,0
14,1,70,2,2,8,1,8,2,1.01989154113798,0,NaN,0
14,1,71,2,1,7,1,7,1,1.03988941449362,0,NaN,0
14,1,72,2,2,3,0,7,1,1.24986708472791,0,NaN,0
14,1,73,2,2,3,1,3,1,1.3298585781505,0,NaN,0
14,1,74,2,2,2,0,7,2,1.37985326153962,0,NaN,0
14,1,75,2,1,5,1,5,1,1.18987346466097,0,NaN,0
14,1,76,2,1,6,0,5,2,1.18987346466097,0,NaN,0
14,1,77,2,1,6,1,6,1,1.21987027469444,0,NaN,0
14,1,78,2,2,4,1,4,2,1.21987027469444,0,NaN,0
14,1,79,2,1,1,1,1,1,1.3298585781505,0,NaN,0
14,1,80,2,1,1,0,7,2,1.33985751482832,0,NaN,0
14,1,81,1,2,3,0,2,2,1.1598766546275,1,0.543102992931381,0
14,1,82,1,2,5,1,5,2,1.36985432486179,2,0.520456545287743,1
14,1,83,1,2,4,1,4,2,1.11988090791621,0,NaN,0
14,1,84,1,2,6,0,3,1,1.3298585781505,1,0.630567164858803,1
14,1,85,1,2,7,1,7,1,1.23986814805009,1,0.304963466245681,1
14,1,86,1,2,3,1,3,1,1.30986070479485,2,0.295356211951002,0
14,1,87,1,1,5,1,5,1,1.16987559130533,2,0.313179410761222,0
14,1,88,1,2,8,1,8,1,1.06988622452709,1,0.42396983737126,1
14,1,89,1,2,7,1,7,1,1.31985964147268,1,0.232445086352527,1
14,1,90,1,1,1,0,7,1,1.27986389476138,2,0.480990006588399,0
14,1,91,1,2,3,1,3,2,1.25986602140574,2,0.778314398601651,1
14,1,92,1,1,1,1,1,2,1.03988941449362,1,0.385714997304603,0
14,1,93,1,1,8,1,8,2,1.07988516120492,1,0.258867904078215,0
14,1,94,1,1,4,0,7,1,1.08988409788274,2,0.599771183915436,0
14,1,95,1,1,3,1,3,2,1.09988303456056,2,0.50169725343585,1
14,1,96,1,1,4,1,4,2,1.26986495808356,2,0.294443664606661,1
14,1,97,1,2,2,1,2,1,1.09988303456056,1,0.55404812679626,1
14,1,98,1,1,7,1,7,1,1.34985645150615,2,0.662885466590524,0
14,1,99,1,1,8,0,5,1,1.07988516120492,2,0.478751654503867,0
14,1,100,1,1,2,1,2,2,1.04988835117145,1,0.699587497161701,0
14,1,101,1,1,2,1,2,1,1.1598766546275,2,0.627358306897804,0
14,1,102,1,2,6,1,6,2,1.29986176811703,2,0.406230557709932,1
14,1,103,1,2,1,1,1,2,1.0298904778158,1,0.425932281883433,0
14,1,104,1,1,5,1,5,1,1.34985645150615,2,0.632878870936111,0
14,1,105,1,1,6,1,6,1,1.27986389476138,1,0.768736727302894,1
14,1,106,1,1,7,1,7,2,1.23986814805009,1,0.685337209375575,0
14,1,107,1,2,6,1,6,1,1.05988728784927,2,0.639213875168934,0
14,1,108,1,2,2,1,2,2,1.35985538818397,2,0.706050493521616,1
14,1,109,1,1,1,1,1,2,1.00989260446015,1,0.657755218213424,0
14,1,110,1,2,5,0,1,1,1.11988090791621,1,0.636601810343564,1
14,1,111,1,1,5,1,5,2,1.1598766546275,1,0.470340099651366,0
14,1,112,1,2,6,1,6,2,1.38985219821744,2,0.665790041675791,1
14,1,113,1,1,1,1,1,1,1.18987346466097,2,0.932954790769145,0
14,1,114,1,2,6,1,6,2,1.18987346466097,1,0.619638935662806,0
14,1,115,1,2,2,1,2,2,1.04988835117145,1,0.693381994497031,0
14,1,116,1,2,7,1,7,2,1.10988197123839,2,0.79829867137596,1
14,1,117,1,1,3,1,3,1,1.14987771794968,1,0.916478225495666,1
14,1,118,1,1,2,0,7,2,1.07988516120492,2,0.752964722225443,1
14,1,119,1,1,6,1,6,1,1.28986283143921,1,0.773320896318182,1
14,1,120,1,2,4,0,1,1,1.04988835117145,1,0.407438634196296,1
14,1,121,1,2,5,0,3,2,1.33985751482832,1,0.65603396599181,0
14,1,122,1,2,7,0,4,2,1.28986283143921,2,0.469894542358816,1
14,1,123,1,2,1,1,1,1,1.17987452798315,1,0.334846900077537,1
14,1,124,1,2,1,1,1,2,1.34985645150615,1,0.362614842131734,0
