subject,session,trial,task,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
13,2,1,1,1,4,1,4,1,1.30987899276559,1,0.629405576270074,1
13,2,2,1,1,2,1,2,1,1.3298771453269,1,0.499427205184475,1
13,2,3,1,2,3,1,3,1,1.30987899276559,2,0.472855566767976,0
13,2,4,1,1,4,1,4,1,1.06990116202991,1,0.630071799503639,1
13,2,5,1,2,5,1,5,2,1.26988268764298,2,0.530813640216365,1
13,2,6,1,1,7,0,5,2,1.15989284855579,1,0.728601550683379,0
13,2,7,1,2,3,1,3,1,1.28988084020429,1,0.535556894028559,1
13,2,8,1,2,5,1,5,1,1.0299048569073,1,0.897724971175194,1
13,2,9,1,2,2,1,2,2,1.05990208574926,2,0.350122030125931,1
13,2,10,1,1,6,1,6,1,1.22988638252037,1,0.74572743428871,1
13,2,11,1,1,4,1,4,1,1.39987067929147,1,0.482605001190677,1
13,2,12,1,1,6,1,6,2,1.31987806904625,2,0.490368445171043,1
13,2,13,1,1,4,1,4,2,1.12989561971383,2,0.371132352622226,1
13,2,14,1,1,8,1,8,1,1.28988084020429,1,0.525041620014235,1
13,2,15,1,2,4,1,4,2,1.25988361136233,2,0.359922782285139,1
13,2,16,1,2,5,1,5,2,1.28988084020429,2,0.540253055980429,1
13,2,17,1,2,7,1,7,2,1.38987160301082,2,0.430462114978582,1
13,2,18,1,2,8,1,8,2,1.20988822995906,2,0.452327025821432,1
13,2,19,1,1,6,1,6,1,1.1798910011171,1,0.515619410900399,1
13,2,20,1,1,2,1,2,1,1.00990670434599,1,0.538871707394719,1
13,2,21,1,2,1,0,8,2,1.39987067929147,2,0.501747967442498,1
13,2,22,1,2,8,1,8,2,1.16989192483645,2,0.555646216496825,1
13,2,23,1,2,1,1,1,1,1.03990393318795,2,0.576517377747223,0
13,2,24,1,1,7,1,7,1,1.05990208574926,2,0.718261058442295,0
13,2,25,1,2,2,1,2,2,1.37987252673017,2,0.394991706125438,1
13,2,26,1,1,1,1,1,1,1.20988822995906,1,0.496898757992312,1
13,2,27,1,1,3,1,3,2,1.14989377227514,2,0.469644897384569,1
13,2,28,1,1,8,1,8,1,1.19988915367841,2,0.653632001485676,0
13,2,29,1,1,1,1,1,2,1.1798910011171,2,0.388260952895507,1
13,2,30,1,1,5,1,5,1,1.38987160301082,1,0.446206649998203,1
13,2,31,1,2,5,0,4,2,1.13989469599449,1,0.783765834756196,0
13,2,32,1,1,3,0,8,2,1.25988361136233,2,0.392529065953568,1
13,2,33,1,2,2,0,1,1,1.29987991648494,2,0.46818113909103,0
13,2,34,1,2,4,0,8,2,1.14989377227514,2,0.445372889982536,1
13,2,35,1,2,1,0,6,2,1.22988638252037,2,0.477503429865465,1
