subject,session,task,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
9,1,1,2,6,1,6,2,1.0296915760594,2,0.452914992534716,1
9,1,1,2,8,1,8,2,1.26961971028684,2,0.748525390594295,1
9,1,1,2,2,1,2,2,1.10966762080188,2,0.885708184570831,1
9,1,1,1,7,1,7,2,1.20963767672998,2,1.28783029925034,1
9,1,1,1,6,0,5,1,1.11966462639469,1,1.25429624588651,1
9,1,1,1,2,1,2,1,1.10966762080188,1,0.892841676171884,1
9,1,1,1,2,1,2,2,1.23962869350841,1,0.717749111272497,0
9,1,1,2,5,1,5,2,1.13965863758031,2,0.894179936416549,1
9,1,1,2,6,1,6,1,1.04968558724502,2,1.25687782801469,0
9,1,1,2,5,1,5,1,1.3395987494365,1,0.707187575106218,1
9,1,1,2,1,1,1,2,1.36958976621493,1,0.73787889457526,0
9,1,1,1,7,1,7,2,1.06967959843064,2,0.974331005299973,1
9,1,1,1,7,1,7,1,1.06967959843064,2,1.44876935081811,0
9,1,1,2,6,1,6,1,1.01969457046659,1,1.16744275687233,1
9,1,1,1,3,1,3,1,1.09967061520907,1,0.848183013788002,1
9,1,1,2,5,1,5,2,1.28961372147246,2,0.886631624052825,1
9,1,1,2,2,1,2,2,1.10966762080188,2,0.759371456739245,1
9,1,1,1,8,0,6,1,1.29961072706526,1,1.04219938823189,1
9,1,1,2,4,1,4,2,1.19964067113717,2,1.25871786457719,1
9,1,1,2,7,1,7,2,1.00969756487378,2,0.963222361890075,1
9,1,1,1,6,1,6,1,1.31960473825088,2,1.16994023444931,0
9,1,1,1,8,1,8,1,1.28961372147246,1,1.25264066914133,1
9,1,1,2,5,0,2,2,1.0296915760594,2,1.42106074943149,1
9,1,1,2,7,1,7,2,1.36958976621493,1,0.906426984845893,0
9,1,1,1,1,1,1,2,1.39958078299336,2,0.860378744184345,1
9,1,1,2,1,1,1,2,1.00969756487378,1,1.27116391293202,0
9,1,1,2,3,1,3,1,1.06967959843064,1,1.07376767585447,1
9,1,1,1,7,1,7,1,1.07967660402345,2,1.06214214581814,0
9,1,1,1,8,1,8,1,1.3395987494365,1,0.770713882297059,1
9,1,1,2,1,1,1,1,1.30960773265807,1,1.1814169421923,1
9,1,1,1,5,1,5,2,1.24962569910122,1,0.417799773573279,0
9,1,1,2,1,1,1,1,1.09967061520907,1,0.806212561001303,1
9,1,1,2,3,0,7,1,1.09967061520907,1,1.34281186894805,1
9,1,1,2,8,1,8,2,1.38958377740055,1,1.01335152652609,0
9,1,1,1,1,1,1,1,1.26961971028684,1,0.930142473112937,1
