subject,session,trial,task,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
10,2,1,2,2,6,1,6,1,1.37985117657057,0,NaN,0
10,2,2,2,2,6,0,8,2,1.11987921576742,0,NaN,0
10,2,3,2,1,7,1,7,1,1.06988460792066,0,NaN,0
10,2,4,2,2,1,0,4,2,1.38985009813992,0,NaN,0
10,2,5,2,2,5,1,5,2,1.16987382361418,0,NaN,0
10,2,6,2,1,5,0,3,2,1.0398878432126,0,NaN,0
10,2,7,2,2,5,1,5,2,1.22986735303029,0,NaN,0
10,2,8,2,2,5,1,5,1,1.2698630393077,0,NaN,0
10,2,9,2,1,3,0,4,2,1.00989107850455,0,NaN,0
10,2,10,2,1,3,1,3,2,1.38985009813992,0,NaN,0
10,2,11,2,1,7,1,7,1,1.05988568635131,0,NaN,0
10,2,12,2,2,8,1,8,2,1.15987490204483,0,NaN,0
10,2,13,2,2,6,1,6,1,1.19987058832223,0,NaN,0
10,2,14,2,2,5,1,5,2,1.29985980401575,0,NaN,0
10,2,15,2,1,6,1,6,1,1.20986950989159,0,NaN,0
10,2,16,2,2,1,0,5,2,1.29985980401575,0,NaN,0
10,2,17,2,2,8,1,8,1,1.37985117657057,0,NaN,0
10,2,18,2,2,8,1,8,2,1.36985225500122,0,NaN,0
10,2,19,2,1,6,0,2,2,1.11987921576742,0,NaN,0
10,2,20,2,2,8,1,8,2,1.29985980401575,0,NaN,0
10,2,21,2,2,2,0,5,1,1.35985333343187,0,NaN,0
10,2,22,2,1,7,0,6,1,1.04988676478196,0,NaN,0
10,2,23,2,1,4,0,1,1,1.19987058832223,0,NaN,0
10,2,24,2,2,2,1,2,2,1.14987598047547,0,NaN,0
10,2,25,2,1,3,1,3,1,1.23986627459964,0,NaN,0
10,2,26,2,2,2,1,2,1,1.39984901970927,0,NaN,0
10,2,27,2,2,5,0,1,2,1.2698630393077,0,NaN,0
10,2,28,2,1,7,0,6,2,1.30985872558511,0,NaN,0
10,2,29,2,1,1,1,1,2,1.06988460792066,0,NaN,0
10,2,30,2,2,4,1,4,2,1.2698630393077,0,NaN,0
10,2,31,2,1,2,1,2,2,1.25986411773835,0,NaN,0
10,2,32,2,1,8,1,8,2,1.2698630393077,0,NaN,0
10,2,33,2,2,1,1,1,1,1.16987382361418,0,NaN,0
10,2,34,2,2,1,1,1,1,1.21986843146094,0,NaN,0
10,2,35,2,2,1,1,1,2,1.19987058832223,0,NaN,0
10,2,36,2,2,2,1,2,1,1.22986735303029,0,NaN,0
10,2,37,2,1,1,1,1,1,1.2898608824464,0,NaN,0
10,2,38,2,1,2,1,2,2,1.36985225500122,0,NaN,0
10,2,39,2,1,2,1,2,1,1.2698630393077,0,NaN,0
10,2,40,2,2,1,1,1,1,1.22986735303029,0,NaN,0
10,2,41,2,1,3,1,3,1,1.38985009813992,0,NaN,0
10,2,42,2,2,7,1,7,1,1.16987382361418,0,NaN,0
10,2,43,2,1,2,1,2,2,0.999892156935195,0,NaN,0
10,2,44,2,1,5,1,5,2,1.25986411773835,0,NaN,0
10,2,45,2,1,7,1,7,2,1.32985656872381,0,NaN,0
